name,internet,reg_internet
"Presha Metallurgical Ltd",http://www.preshametturgical.in,www.satellitecorporate.com
"Pushpsons Industries Ltd",http://www.pushpsons.com,"www.beetalfinancial.com                                                                                                                                                                                                                                   "
"Dhruva Capital Services Ltd",http://www.dhruvacapital.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Unick Fix-A-Form And Printers Ltd",http://www.unickfix-a-form.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Glance Finance Ltd",http://www.glancefinance.com,www.linkintime.co.in
"Vertoz Advertising Ltd",http://www.vertoz.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Gandhar Oil Refinery (India) Ltd",http://www.gandharoil.com,www.linkintime.co.in
"Helpage Finlease Ltd",http://www.helpagefinlease.com,"www.beetalfinancial.com                                                                                                                                                                                                                                   "
"Galada Finance Ltd",http://www.galadafinance.in,www.cameoindia.com
"Sai Baba Investment and Commercial Enterprises Ltd",http://www.saibabainvest.co.in,www.purvashare.com
"Aditya Birla Money Ltd",http://www.stocksandsecurities.adityabirlacapital.,www.cameoindia.com
"BLS International Services Ltd",http://www.blsinternational.com,"www.beetalfinancial.com                                                                                                                                                                                                                                   "
"Prima Industries Ltd",http://www.prima.net.in,"www.vccilindia.com                                                                                                                                                                                                                                        "
"Nippon India ETF Hang Seng Bees",NULL,NULL
"Bharat 22 ETF",http://www.icicipruamc.com,www.camsonline.com
"Nucleus Software Exports Ltd",http://www.nucleussoftware.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Invesco India Gold ETF",NULL,NULL
"Venmax Drugs & Pharmaceuticals Ltd",http://www.venmaxdrugs.com,www.cilsecurities.com
"Sharika Enterprises Ltd",http://www.sharikaindia.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"South East Agro Industries Ltd",NULL,www.southeastagro.in
"Salem Erode Investments Ltd",http://www.salemerode.com,www.nichetechpl.com
"Pawansut Holdings Ltd",http://www.pawansutholdings.com,"www.beetalfinancial.com                                                                                                                                                                                                                                   "
"Boston Leasing & Finance Ltd",http://www.bostonleasingandfinance.com,"                                                                                                                                                                                                                                                          "
"ICE Make Refrigeration Ltd",http://www.icemakeindia.com,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Shradha Infraprojects Ltd",http://www.shradhainfra.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Zodiac Energy Ltd",http://www.zodiacenergy.com,www.linkintime.co.in
"Croissance Ltd",http://www.croissance-group.com,"www.vccilindia.com                                                                                                                                                                                                                                        "
"Angel One Ltd",http://www.angelbroking.com,www.linkintime.co.in
"Mysore Paper Mills Ltd",http://www.mpm.co.in,www.integratedindia.in
"Nikki Global Finance Ltd",http://www.nikkiglobal.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Cox & Kings Financial Service Ltd",NULL,"www.kfintech.com                                                                                                                                                                                                                                          "
"Martin Burn Ltd",http://www.martinburnltd.com,"www.mdpl.in                                                                                                                                                                                                                                               "
"Vineet Laboratories Ltd",http://www.vineetlaboratories.com,"www.vccilindia.com                                                                                                                                                                                                                                        "
"Nila Spaces Ltd",http://www.nilaspaces.com,"                                                                                                                                                                                                                                                          "
"Hindware Home Innovation Ltd",http://www.hindwarehomes.com,"www.mdpl.in                                                                                                                                                                                                                                               "
"Creative Eye Ltd",http://www.creativeeye.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Shriram Asset Management Co Ltd",http://www.shriramamc.com,www.purvashare.com
"Virgo Polymers (India) Ltd",http://www.virgopolymer.com,www.cameoindia.com
"UFM Industries Ltd",http://www.ufmindl.weebly.com,www.nichetechpl.com
"Refex Renewables & Infrastructure Ltd",http://www.ykmindustries.com,NULL
"Elixir Capital Ltd",http://www.elixircapital.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Aneri Fincap Ltd",http://www.anerifincap.com,www.satellitecorporate.com
"Radix Industries (India) Ltd",mwww.radixindustries.com,www.bigshareonline.com
"Shahlon Silk Industries Ltd",http://www.shahlon.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"BSE 150 MidCap Index",http://www.bseindia.com,NULL
"BSE 250 SmallCap Index",http://www.bseindia.com,NULL
"Ratnabhumi Developers Ltd",http://www.ratnagroup.co.in,"www.alankit.com                                   "
"BSE 250 LargeMidCap Index",http://www.bseindia.com,NULL
"Euro Asia Exports Ltd",http://www.euroasiaexportsltd.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Secunderabad Healthcare Ltd",http://www.secunderabadhealthcare.com,www.aarthiconsultants.com
"Oswal Overseas Ltd",http://www.oswaloverseasltd.com,"                                                                                                                                                                                                                                                          "
"BSE 400 MidSmallCap Index",http://www.bseindia.com,NULL
"MRC Agrotech Ltd",http://www.mrcagro.com,www.purvashare.com
"Winsome Textile Industries Ltd",http://www.winsometextile.com,www.linkintime.co.in
"Lynx Machinery & Commercials Ltd",http://www.lynxmachinery.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"One Point One Solutions Ltd",http://www.1point1.in,www.linkintime.co.in
"Kids Medical Systems Ltd",http://www.thekidsclinic.in,www.purvashare.com
"Touchwood Entertainment Ltd",http://www.touchwood.in,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Tirupati Fin-Lease Ltd",http://www.tirupatifinlease.com,www.purvashare.com
"BAMPSL Securities Ltd",http://www.bampslsecurities.co.in,"                                                                                                                                                                                                                                                          "
"Mangalam Seeds Ltd",http://www.mangalamseeds.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"SMVD Poly Pack Ltd",http://www.smvdpolypack.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Parshwanath Corporation Ltd",http://www.parshwanath.com,www.linkintime.co.in
"Indian Infotech and Software Ltd",http://www.indiainfotechandsoftwareltd.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"SBFC Finance Ltd",http://www.sbfc.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Available Finance Ltd",http://www.availablefinance.in,www.ankitonline.org
"F Mec International Financial Services Ltd",http://www.fmecinternational.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"DHP India Ltd",http://www.dilindia.co.in,"www.nichetechpl.com                                                                                                                                                                                                                                       "
"A K Spintex Ltd",http://www.akspintex.com,"www.beetalfinancial.com                                                                                                                                                                                                                                   "
"National Fittings Ltd",http://www.nationalfitting.com,"www.skdc-consultants.com                                                                                                                                                                                                                                  "
"Marine Electricals (India) Ltd",http://www.marineelectricals.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"MV Cotspin Ltd",http://www.mvcotspin.com,NULL
"Ajooni Biotech Ltd",http://www.ajoonibiotech.com,www.cameoindia.com
"Moksh Ornaments Ltd",http://www.mokshornaments.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Radhe Developers (India) Ltd",http://www.radheinfra.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"A and M Jumbo Bags Ltd",http://www.aandmjumbobags.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Paragon Finance Ltd",http://www.paragonfinanceltd.com,www.nichetechpl.com
"Shree Ram Proteins Ltd",http://www.shreeramproteins.com,www.linkintime.co.in
"Trishakti Industries Ltd",http://www.trishakti.com,www.mcsdel.com
"Banka Bioloo Ltd",http://www.bankabio.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Soni Soya Products Ltd",http://www.sonisoya.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"South West Pinnacle Exploration Ltd",http://www.southwestpinnacle.com,www.linkintime.co.in
"Solex Energy Ltd",http://www.solex.in,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Mittal Life Style Ltd",http://www.mittallifestyle.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Brand Concepts Ltd",http://www.brandconcepts.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Macpower CNC Machines Ltd",http://www.macpowercnc.com,www.linkintime.co.in
"Vasa Retail and Overseas Ltd",http://www.vasagroup.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Bervin Investments & Leasing Ltd",http://www.bervin.com,"                                                                                                                                                                                                                                                          "
"Medico Remedies Ltd",http://www.medicoremedies.com,www.cameoindia.com
"Inox Leisure Ltd",http://www.inoxmovies.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Speciality Papers Ltd",http://www.reliablepaperindia.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Rithwik Facility Management Services Ltd",http://www.rithwik.co.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Jhandewalas Foods Ltd",http://www.jhandewalas.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Mishtann Foods Ltd",http://www.mishtann.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Mac Hotels Ltd",http://www.machotels.net,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Nakoda Group of Industries Ltd",http://www.nakodas.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"RRIL Ltd",http://www.srkind.com,www.purvashare.com
"Global Knitfab Ltd",http://www.globalknitfab.com,"                                                                                                                                                                                                                                                          "
"Marble City India Ltd",http://www.marblecity.in,www.masserv.com
"Lorenzini Apparels Ltd",http://www.mymonteil.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Hemisphere Properties India Ltd",http://www.hpil.co.in,www.tsrdarashaw.com
"Aris International Ltd",http://www.adityagears.in,www.mdpl.in
"Gautam Gems Ltd",http://www.gautamgems.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"South Indian Bank Ltd",http://www.southindianbank.com,"www.btsindia.co.in                                                                                                                                                                                                                                        "
"BSE Dividend Stability Index",http://www.bseindia.com,NULL
"Nutech Global Ltd",http://www.nutechglobal.com,"                                                                                                                                                                                                                                                          "
"BSE Enhanced Value Index",http://www.bseindia.com,NULL
"BSE Low Volatility Index",http://www.bseindia.com,NULL
"BSE Momentum Index",http://www.bseindia.com,NULL
"BSE Quality Index",http://www.bseindia.com,NULL
"Chemiesynth (Vapi) Ltd",http://www.chemiesynth.com,www.purvashare.com
"Vitesse Agro Ltd",http://www.vitesseagro.in,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Sueryaa Knitwear Ltd",http://www.sueryaaknitwear.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Hindustan Bio Sciences Ltd",http://www.hindustanbiosciences.in,"www.vccilindia.com                                                                                                                                                                                                                                        "
"Betala Global Securities Ltd",http://www.betala.net,www.sharexindia.com
"Vedant Fashions Ltd",http://www.vedantfashions.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Ashoka Metcast Ltd",http://www.ashokametcast.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Pratiksha Chemicals Ltd",http://www.dhara-pritksha.com,www.purvashare.com
"Country Condos Ltd",http://www.countrycondos.co.in,www.aarthiconsultants.com
"Kenvi Jewels Ltd",http://www.kenvijewels.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"ICICI Lombard General Insurance Company Ltd",http://www.icicilombard.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Tribhuvan Housing Ltd",http://www.tribhuvanhousing.com,www.purvashare.com
"Lakshmi Finance & Industrial Corporation Ltd",http://www.lakshmifinance.org,"www.vccilindia.com                                                                                                                                                                                                                                        "
"Yamuna Syndicate Ltd",http://www.yamunasyndicate.com,NULL
"Kinetic Trust Ltd",http://www.ktl.co.in,www.linkintime.co.in
"Arvee Laboratories (India) Ltd",http://www.arveelabs.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Lex Nimble Solutions Ltd",http://www.lexnimble.in,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Shreeshay Engineers Ltd",http://www.shreeshay.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"FDC Ltd",http://www.fdcindia.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Dynamic Microsteppers Ltd",http://www.dynamicmicrosteppers.com,www.linkintime.co.in
"Integrated Capital Services Ltd",http://www.raas.co.in,www.linkintime.co.in
"High Street Filatex Ltd",http://www.highstreetfilatex.in,"                                                                                                                                                                                                                                                          "
"Madhuveer Com 18 Network Ltd",http://www.mcom18.com,www.cameoindia.com
"Sarveshwar Foods Ltd",http://www.sarveshwarfoods.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Sir Shadi Lal Enterprises Ltd",http://www.sirshadilal.com,NULL
"RDB Rasayans Ltd",http://www.rdbgroup.in,"www.nichetechpl.com                                                                                                                                                                                                                                       "
"Kretto Syscon Ltd",http://www.krettosysconltd.com,www.purvashare.com
"Tulive Developers Ltd",http://www.tulivedevelopers.com,"www.computechsharecap.com                         "
"Sahara Housing Fina Corporation Ltd",http://www.saharahousingfina.com,www.linkintime.co.in
"ESAF Small Finance Bank Ltd",http://www.esafbank.com,www.linkintime.co.in
"Cindrella Financial Services Ltd",http://www.cindrellafinancialservicesltd.com,www.nichetechpl.com
"KG Petrochem Ltd",http://www.kgpetro.in,www.nichetechpl.com
"Karma Energy Ltd",http://www.karmaenergy.co,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Alps Motor Finance Ltd",http://www.alpsmotor.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"Trilogic Digital Media Ltd",http://www.trilogicdigitalmedia.com,www.unisec.in
"Home First Finance Company India Ltd",http://www.homefirstindia.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"B2B Software Technologies Ltd",http://www.b2bsoftech.com,www.cilsecurities.com
"Kritika Wires Ltd",http://www.kritikawires.com,www.linkintime.co.in
"Emerald Leisures Ltd",http://www.clubemerald.in,www.purvashare.com
"Adani Total Gas Ltd",http://www.adanigas.com,www.linkintime.co.in
"Nam Securities Ltd",http://www.namsecurities.in,"                                                                                                                                                                                                                                                          "
"Protean eGov Technologies Ltd",http://www.proteantech.in,www.linkintime.co.in
"Roselabs Ltd",NULL,www.linkintime.co.in
"Ecofinity Atomix Ltd",http://www.deeptialloysteel.com,www.satellitecorporate.com
"Shalimar Wires Industries Ltd",http://www.shalimarwires.com,"www.mdpl.in                                                                                                                                                                                                                                               "
"Eastern Treads Ltd",http://www.easterntreads.com,"www.integratedindia.in                                                                                                                                                                                                                                    "
"Gland Pharma Ltd",http://www.glandpharma.com,www.linkintime.co.in
"Jubilant Foodworks Ltd",http://www.jubilantfoodworks.com,www.linkintime.co.in
"Kanchi Karpooram Ltd",http://www.kanchikarpooram.com,www.cameoindia.com
"Pact Industries Ltd",http://www.pactindustries.in,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Cinevista Ltd",http://www.cinevistaas.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Maruti Securities Ltd",http://www.mslsec.com,www.aarthiconsultants.com
"Hawa Engineers Ltd",http://www.hawaengltd.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Inceptum Enterprises Ltd",http://www.angelsenter.com,"www.mcsregistrars.com                                                                                                                                                                                                                                     "
"B P Capital Ltd",http://www.bpcapital.in,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Zydus Wellness Ltd",http://www.zyduswellness.in,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Shradha AI Technologies Ltd",http://www.shradhaindustries.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"R J Shah & Company Ltd",NULL,"www.satellitecorporate.com                                                                                                                                                                                                                                "
"Charms Industries Ltd",http://www.charmsindustries.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Vuenow Infratech Ltd",http://www.gvil.co.in,"www.computechsharecap.com                         "
"Polycon International Ltd",http://www.polyconltd.com,www.linkintime.co.in
"Aseem Global Ltd",NULL,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Inventure Growth & Securities Ltd",http://www.inventuregrowth.com,www.linkintime.co.in
"DCB Bank Ltd",http://www.dcbbank.com,www.linkintime.co.in
"Silicon Valley Infotech Ltd",http://www.siliconvalleyinfo.net,www.mdpl.in
"Gajanan Securities Services Ltd",http://www.gajanansec.com,www.mdpl.in
"Phoenix Mills Ltd",http://www.thephoenixmills.com,www.linkintime.co.in
"Texmo Pipes & Products Ltd",http://www.texmopipe.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"CG-VAK Software & Exports Ltd",http://www.cgvak.com,"www.skdc-consultants.com                                                                                                                                                                                                                                  "
"Emami Ltd",http://www.emamiltd.in,"www.mdpl.in                                                                                                                                                                                                                                               "
"TCC Concept Ltd",http://www.aaswatrading.in,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Choice International Ltd",http://www.choiceindia.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"PVR Inox Ltd",http://www.pvrcinemas.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Vikalp Securities Ltd",http://www.vikalpsecurities.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Kohinoor Broadcasting Corporation Ltd",NULL,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Prakash Woollen & Synthetic Mills Ltd",http://www.prakashwoollen.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Ashtasidhhi Industries Ltd",http://www.gujaratinvesta.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Airo Lam Ltd",http://www.airolam.com,www.linkintime.co.in
"AIA Engineering Ltd",http://www.aiaengineering.com,www.linkintime.co.in
"Sunil Healthcare Ltd",http://www.sunilhealthcare.com,"www.alankit.com                                                                                                                                                                                                                                           "
"Ekam Leasing And Finance Co Ltd",http://www.ekamleasing.com,"www.alankit.com                                                                                                                                                                                                                                           "
"Jupiter Wagons Ltd",http://www.jupiterwagons.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"ANS Industries Ltd",http://www.ansfoods.com,www.masserv.com
"The Byke Hospitality Ltd",http://www.thebyke.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Gogia Capital Services Ltd",http://www.gogiacap.com,www.masserv.com
"Tantia Constructions Ltd",http://www.tantiagroup.com,"www.mdpl.in                                                                                                                                                                                                                                               "
"G G Automotive Gears Ltd",http://www.ggautomotive.com,www.purvashare.com
"Hazoor Multi Projects Ltd",http://www.hazoormultiproject.com,www.linkintime.co.in
"Roselabs Finance Ltd",http://www.roselabsfinancelimited.in,www.linkintime.co.in
"Five-Star Business Finance Ltd",http://www.fivestargroup.in,"www.kfintech.com                                                                                                                                                                                                                                          "
"Padam Cotton Yarns Ltd",http://www.padamcotton.com,"                                                                                                                                                                                                                                                          "
"Genpharmasec Ltd",http://www.genpharmasec.com,"www.satellitecorporate.com                                                                                                                                                                                                                                "
"Prerna Infrabuild Ltd",http://www.prernagroup.com,"www.bigshareonline.com                                                                                                                                                                                                                                    "
"Innocorp Ltd",http://www.innocorpltd.com,"www.xlsoftech.com                                                                                                                                                                                                                                         "
"Jullundur Motor Agency (Delhi) Ltd",http://www.jmaindia.com,www.masserv.com
"Max Healthcare Institute Ltd",http://www.maxhealthcare.in,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Ramsarup Industries Ltd",http://www.ramsarup.com,www.linkintime.co.in
"NBI Industrial Finance Company Ltd",http://www.nbi-india.co.in,"www.mdpl.in                                                                                                                                                                                                                                               "
"MRO-TEK Realty Ltd",http://www.mro-tek.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"East Buildtech Ltd",http://www.ebl.co.in,"                                                                                                                                                                                                                                                          "
"Route Mobile Ltd",http://www.routemobile.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Upsurge Investment & Finance Ltd",http://www.upsurgeinvestment.com,www.adriotcorporate.com
"Trident Tools Ltd",http://www.magicut.net,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Golechha Global Finance Ltd",http://www.golechhaglobal.com,www.cameoindia.com
"GACM Technologies Ltd",http://www.stampedecap.com,"www.vccilindia.com                                                                                                                                                                                                                                        "
"Radaan Mediaworks (I) Ltd",http://www.radaan.tv,www.cameoindia.com
"Shree Manufacturing Company Ltd",http://www.smcl.co.in,www.purvashare.com
"Sintercom India Ltd",http://www.sintercom.co.in,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Kama Holdings Ltd",http://www.kamaholdings.com,"www.kfintech.com                                                                                                                                                                                                                                          "
"Ascom Leasing & Investments Ltd",http://www.ascomfinance.com,"www.skylinerta.com                                                                                                                                                                                                                                        "
"Arvind Fashions Ltd",http://www.arvind-fashions.com,"www.linkintime.co.in                                                                                                                                                                                                                                      "
"Gennex Laboratories Ltd",http://www.gennexlab.com,www.rdinfotech.org
"Vidhi Specialty Food Ingredients Ltd",http://www.vidhifoodcolours.com,"www.sharexindia.com                                                                                                                                                                                                                                       "
"Khandelwal Extractions Ltd",http://www.khandelwalextractions.com,"www.alankit.com                                                                                                                                                                                                                                           "
"Aroma Enterprises (India) Ltd",http://www.aromaenterprises.in,"www.skylinerta.com                                                                                                                                                                                                                                        "
